AccountNo,Client_num,BankID,AccountType,Balance,Open_date,Close_date,Overdraft_limit
393396,47789850,40716801,Savings,29809.44,2022-09-15,,210.57
560166,74031229,12907760,Credit Card,34059.4,2023-12-05,,312.7
508226,35650792,86893602,Savings,56075.62,2022-02-04,2022-11-08,724.76
732915,98838765,16698795,Checking,26874.78,2020-05-20,,380.51
443835,60038583,13871080,Loan,60606.2,2021-03-16,,860.63
119965,89464761,59181519,Credit Card,52189.31,2023-11-03,,752.31
660533,43877116,27727923,Savings,94007.4,2022-05-08,,836.66
300858,26561272,22632821,Loan,68956.59,2023-10-04,,382.63
428992,56102170,40716801,Savings,83629.51,2022-12-31,,236.8
952550,95975867,86893602,Credit Card,64610.49,2019-11-20,,32.3
257255,81727496,74290792,Loan,15776.17,2019-06-06,,151.45
294148,43339232,32264006,Savings,51405.91,2019-10-31,,443.65
680983,30155514,13871080,Loan,33672.57,2022-11-07,,240.88
972688,17614367,27727923,Savings,20435.97,2021-09-12,,79.75
677280,44325934,12180519,Checking,80488.0,2021-07-16,,673.18
973189,82444201,76461901,Loan,69002.09,2020-03-04,,245.28
520756,70786102,41087230,Credit Card,70887.02,2023-02-16,,988.71
17931,71597735,32264006,Credit Card,16115.12,2023-08-21,,4.4
240317,61490612,56863141,Checking,76853.02,2020-05-30,,328.46
290526,58879801,76033207,Credit Card,19109.11,2023-11-23,,291.25
183569,70940912,22632821,Credit Card,15870.38,2023-11-11,,707.53
844243,48066385,32264006,Checking,10782.19,2023-05-28,,114.78
287425,60894232,37753542,Credit Card,38981.99,2022-09-13,,465.65
373601,30795548,81352293,Loan,41012.08,2020-12-08,,665.32
178703,11724596,92707769,Checking,92584.43,2019-06-09,2022-04-21,848.9
311093,82149995,79497184,Loan,16488.24,2023-08-12,2024-03-27,217.33
515166,78081880,12409716,Savings,82612.13,2021-06-30,,236.67
285084,72183809,92114008,Savings,63941.39,2022-12-18,,461.62
172679,20723564,16698795,Checking,48832.08,2021-10-31,,727.51
576994,99213014,97544214,Loan,68095.51,2023-02-27,,432.21
166666,95933484,50736126,Loan,56670.43,2023-07-19,,763.56
756803,39742780,92707769,Checking,52445.51,2019-06-27,,484.91
164181,86285537,19918798,Checking,7808.0,2023-06-10,,916.15
501662,38246577,55798973,Checking,33563.28,2021-03-15,,155.73
786117,40760632,76033207,Loan,46693.8,2021-07-19,,715.64
263304,36143776,63064216,Credit Card,97819.47,2023-11-06,,356.22
425267,86342931,92114008,Savings,51882.54,2020-06-02,,426.86
127887,25367917,60581823,Loan,68878.7,2020-12-22,,987.87
507980,89966648,32264006,Credit Card,59655.98,2022-04-01,,356.25
904593,30458697,76033207,Credit Card,54888.35,2019-09-20,,815.57
437797,43749784,69598209,Savings,80644.02,2023-08-31,,807.28
373039,58019814,64452737,Checking,53935.97,2021-12-04,,752.25
992139,12399940,87451692,Loan,71106.53,2023-06-01,,314.15
157270,41756185,12409716,Checking,31629.37,2020-04-10,,773.9
262254,31929728,32264006,Loan,57614.83,2024-01-06,2024-03-02,961.32
643490,32457198,29369239,Credit Card,71137.2,2022-05-17,,942.1
815403,92790348,22459364,Credit Card,98969.26,2019-05-07,,0.62
219766,33377485,41046679,Checking,80309.29,2021-07-08,,950.85
432647,27300388,84037897,Credit Card,85999.06,2021-08-26,,390.04
320410,55226414,42672546,Credit Card,73108.35,2023-02-19,,609.21
262819,23612812,14589305,Checking,16091.23,2020-09-24,,630.12
309358,53916838,69598209,Checking,52148.39,2021-06-04,,809.0
812538,32113669,81352293,Credit Card,93517.3,2021-06-24,,375.83
615254,92483802,76461901,Checking,72790.33,2024-03-11,2024-04-06,872.51
424428,37866516,63064216,Loan,44261.95,2022-04-07,,207.19
474475,57653534,97544214,Credit Card,58490.21,2019-12-25,,495.15
610608,39914591,12549576,Checking,83897.29,2021-10-15,2023-09-24,606.49
213024,21667212,41087230,Savings,56579.87,2021-08-03,2022-02-06,375.62
528577,37771314,92114008,Checking,11692.07,2023-08-17,,38.42
935888,24071193,81352293,Credit Card,69736.56,2020-07-07,,751.7
229522,28727014,56863141,Savings,39779.66,2020-09-06,,378.03
573589,28230895,81972872,Credit Card,90341.24,2019-09-03,,578.85
601474,22035039,11569464,Savings,19842.11,2020-11-12,,120.53
365735,89154896,12180519,Checking,31581.89,2021-02-13,,171.56
840073,21922977,41046679,Loan,87213.02,2019-11-03,2022-01-23,89.16
312227,64994519,20265646,Credit Card,9261.55,2023-07-30,,204.18
776281,15787904,17178471,Credit Card,2519.24,2021-06-27,,125.49
339899,99293093,12549576,Savings,51706.73,2023-10-01,,540.84
441312,73257688,86893602,Loan,46775.07,2020-10-27,,360.05
657913,44589618,29369239,Checking,74648.99,2022-07-15,,393.97
763636,42501153,41046679,Credit Card,65820.67,2019-12-24,2023-03-19,524.2
905896,73409731,76033207,Credit Card,34968.99,2021-03-01,,173.13
816970,18504207,20758115,Credit Card,96648.19,2021-03-18,,895.02
783319,95399199,13871080,Checking,5218.51,2023-04-27,2023-11-02,813.85
199677,47192178,32264006,Checking,62920.26,2020-08-13,2020-11-25,114.66
313358,38237048,64741389,Credit Card,50578.32,2019-09-26,,210.49
554311,24786950,41087230,Checking,21445.05,2022-06-27,,795.03
547292,57676010,67777959,Checking,91357.79,2023-10-02,2023-12-04,973.87
124513,39891792,81352293,Checking,80579.2,2022-11-20,,203.09
646961,61802000,19918798,Loan,55403.56,2021-08-13,2022-07-05,443.41
758159,12843447,92707769,Loan,84701.98,2020-02-18,,210.55
162436,83204710,81352293,Savings,4415.54,2019-09-18,,986.03
772761,38940533,41046679,Savings,82348.39,2019-10-20,,712.03
674806,69142003,81352293,Loan,93959.64,2021-08-15,,541.43
363633,31892060,32264006,Checking,75256.81,2019-06-02,,536.1
581357,75411818,13871080,Savings,41351.08,2022-10-13,,397.97
358710,47634580,60581823,Checking,15777.62,2019-12-12,,782.04
664709,31158351,69598209,Savings,61895.33,2024-02-16,2024-04-14,927.86
327867,79121312,29369239,Checking,91237.47,2022-11-20,,81.45
97675,25296927,17178471,Checking,21698.68,2023-05-31,,613.11
611,11791046,55798973,Savings,21197.83,2020-01-01,,748.76
151181,66227688,12549576,Credit Card,59632.62,2023-01-05,,637.91
59771,68308127,51710843,Checking,56540.97,2023-07-12,,6.45
712386,82071244,84037897,Credit Card,90778.69,2024-01-05,,54.18
389660,88276929,76033207,Credit Card,86048.21,2022-11-01,2023-12-31,965.46
87873,99866787,92114008,Loan,9481.37,2021-12-29,,946.96
711398,86270493,17178471,Credit Card,69778.1,2022-10-24,2023-06-30,864.04
362874,27075309,46264809,Loan,33296.23,2019-09-13,,466.94
783853,18674304,63064216,Savings,99321.43,2022-08-09,,275.46
40093,59657158,55798973,Credit Card,72704.95,2024-04-19,,726.27
3558,78676566,13871080,Savings,26485.71,2020-10-06,,680.12
59088,54744663,46264809,Credit Card,30331.58,2021-03-25,2023-10-12,669.28
740404,39347812,81972872,Savings,74355.37,2020-06-22,,97.8
497522,71948191,86893602,Credit Card,36881.52,2020-05-17,2020-08-07,309.09
875756,84961662,22632821,Credit Card,11352.21,2023-08-05,,478.21
665207,81606784,92114008,Loan,7245.24,2021-01-08,2023-06-21,307.65
209061,72445304,16698795,Loan,72323.84,2023-07-13,,522.03
839876,65465198,72565719,Checking,61017.23,2020-12-08,,78.48
72384,48848677,25223326,Credit Card,80711.08,2023-03-11,,374.26
662862,71346233,55798973,Savings,86244.02,2021-05-26,,590.6
411155,31354432,79497184,Credit Card,70538.26,2019-09-20,,378.03
755565,10088810,64452737,Checking,74433.39,2024-04-04,,105.29
231334,88123544,12180519,Savings,72237.53,2019-10-22,,959.73
368215,87510823,92707769,Loan,42310.67,2021-11-25,,241.39
937387,90565070,63064216,Credit Card,41397.22,2019-07-31,2019-12-30,420.26
903243,67466082,12549576,Loan,83586.55,2022-03-09,,240.5
337035,29873242,22632821,Checking,99226.66,2021-05-17,2022-03-13,430.81
453747,18745773,12907760,Credit Card,7582.47,2020-04-14,,571.01
343530,50157069,37753542,Credit Card,23879.43,2021-05-08,,228.49
652269,22460613,42672546,Credit Card,99783.41,2019-09-18,,935.66
876177,52520003,12907760,Checking,50032.44,2023-09-01,,772.42
809353,90888699,12180519,Savings,31470.87,2019-05-27,,179.86
872446,85879348,22632821,Credit Card,96703.77,2024-04-13,,463.29
767195,22276851,12907760,Savings,41098.46,2020-06-15,,155.79
973011,94234312,92114008,Checking,87400.54,2019-11-13,,361.17
777735,91504702,65785496,Credit Card,69966.83,2021-11-04,,810.76
289007,16869866,12549576,Savings,87515.68,2021-06-18,,895.92
307324,55801291,27727923,Checking,74844.63,2023-02-10,,903.76
206552,93818104,46264809,Savings,5115.73,2022-02-27,,675.05
344347,52295937,17178471,Credit Card,58085.94,2021-03-18,,603.24
273613,74319103,97544214,Loan,46302.61,2024-03-12,,129.49
148120,11982675,13871080,Checking,29382.77,2020-04-01,,324.63
391465,16568966,41046679,Checking,52056.2,2024-03-24,,96.68
510504,66746778,37753542,Savings,83912.98,2023-02-28,,15.35
357280,19649351,67777959,Savings,52916.46,2020-05-09,,981.64
466709,57455024,41087230,Loan,40166.01,2021-01-11,,394.81
545398,45628155,21813819,Credit Card,15993.44,2020-12-22,,802.35
309219,59920059,80287087,Loan,83139.6,2019-10-21,,624.74
318452,77123306,80287087,Loan,9803.94,2023-02-28,,568.1
44657,25144715,76033207,Loan,9299.42,2021-04-05,,733.31
57991,15424003,22632821,Credit Card,20718.24,2024-02-03,,975.53
537122,28641367,76461901,Loan,49872.88,2022-12-18,,689.29
102755,56292153,92114008,Checking,77015.99,2022-05-22,,201.31
409805,26445306,64741389,Credit Card,95026.72,2021-11-25,2024-04-16,788.35
935155,41198444,90079264,Credit Card,62266.86,2020-07-26,,598.95
944368,76066075,40716801,Loan,11636.81,2022-08-29,,633.54
136111,89951778,19918798,Checking,85244.38,2021-06-04,2023-10-26,860.25
151601,45158709,92114008,Checking,2378.28,2022-03-22,,350.3
699680,22114500,77441705,Checking,85271.87,2021-04-01,,426.65
291061,72319753,12549576,Loan,68041.11,2022-06-19,,410.42
794150,37927549,58525202,Credit Card,16474.88,2020-01-01,2021-10-14,467.41
263438,66507431,11569464,Savings,24656.47,2020-01-07,,460.62
396886,95266629,92707769,Credit Card,74580.35,2023-06-15,,134.63
693566,51992319,21813819,Checking,89350.07,2021-11-13,2024-02-22,740.08
376299,18111842,46264809,Loan,83650.63,2022-08-25,,257.81
747951,16406189,25223326,Credit Card,55087.24,2020-04-28,,77.26
979325,77639250,80257887,Credit Card,75920.36,2020-01-10,,772.96
952777,84507568,81352293,Loan,29001.76,2021-07-22,,560.88
891635,38164164,42672546,Loan,73110.31,2023-04-27,,196.75
413208,60567489,97544214,Savings,32472.11,2022-08-30,,667.76
279180,15049221,77441705,Credit Card,78176.82,2021-04-12,,786.9
982075,70967930,59181519,Savings,80688.14,2020-05-18,,369.28
406174,60305901,50736126,Checking,80573.63,2020-10-13,,718.49
752018,13223471,12549576,Credit Card,37400.95,2021-10-09,,544.65
374897,25418974,72565719,Checking,65711.11,2020-02-27,2021-11-08,263.41
790209,20473931,22135191,Checking,79823.41,2023-08-09,,613.34
546320,52276543,41087230,Credit Card,60339.81,2020-03-26,,455.58
427476,46375166,22632821,Loan,46479.19,2021-03-16,,942.37
431550,74445473,29369239,Checking,88067.41,2020-06-23,2024-04-15,23.73
781762,49209475,55798973,Savings,51424.76,2021-07-12,,875.64
128338,82413449,12322955,Credit Card,55843.05,2022-06-01,,329.0
401957,86062779,20758115,Credit Card,99213.06,2021-12-30,,48.32
852260,90432996,21077921,Loan,60061.11,2022-07-08,,453.09
576896,67965338,12549576,Checking,9811.85,2020-07-21,,958.69
771647,79275600,37753542,Credit Card,3852.44,2020-11-07,,252.03
760261,79352712,56863141,Loan,7874.23,2023-06-21,2023-09-14,584.36
543210,56004130,46264809,Credit Card,36754.13,2019-07-03,,822.53
260809,63121544,20265646,Loan,28796.02,2019-11-06,,28.77
967738,20069779,77441705,Loan,39387.89,2022-06-12,2023-02-01,380.07
64376,38713251,39697743,Loan,16762.78,2021-01-03,2022-05-09,31.65
762814,57336726,60581823,Credit Card,75752.71,2019-12-12,,376.86
845620,14525673,29369239,Savings,65935.27,2021-12-22,,940.7
740640,17117461,22459364,Credit Card,91264.49,2022-05-11,,688.2
518185,29599717,81352293,Credit Card,78425.7,2023-06-24,2024-03-07,250.77
871714,95642858,80257887,Credit Card,44556.25,2020-10-22,2021-03-19,698.31
361803,74618103,41087230,Loan,29713.95,2023-08-08,2024-01-16,341.9
940137,59125866,22632821,Credit Card,65174.3,2022-12-30,2023-03-02,718.43
95018,65433969,72565719,Checking,32190.15,2019-11-28,,499.51
241092,30362334,80257887,Credit Card,39935.83,2024-01-03,,0.79
66224,19368355,84037897,Checking,29426.88,2023-11-16,,905.72
698303,54786541,86893602,Credit Card,8370.65,2023-11-23,2023-12-26,974.03
586388,30116372,59181519,Credit Card,38957.83,2022-12-25,,12.65
562683,69881807,74290792,Credit Card,35405.71,2024-03-01,,474.89
43212,87126171,87451692,Savings,78982.71,2022-07-27,,128.84
470179,22010375,22135191,Checking,85387.88,2021-08-14,,329.55
501362,37419007,20265646,Credit Card,84353.84,2022-04-17,,17.64
160571,21258825,74290792,Loan,61591.55,2022-11-15,,538.02
27525,54519248,22135191,Credit Card,95031.44,2020-07-08,,305.96
117145,90013286,39697743,Loan,42689.91,2020-11-26,,615.71
858765,69867243,92114008,Credit Card,11108.93,2022-05-05,,40.34
515798,80255999,90079264,Credit Card,37337.68,2019-08-29,,288.09
572582,89956293,41087230,Loan,75149.4,2021-10-24,2021-11-03,66.9
215311,17714469,76033207,Credit Card,5910.89,2022-07-09,,467.74
887976,30566981,12322955,Savings,14038.73,2022-05-01,,539.31
877176,97473063,64741389,Checking,82526.44,2023-03-19,,687.03
295321,40919354,92707769,Savings,71866.17,2023-03-30,,522.88
438850,87666305,63064216,Loan,85533.99,2023-09-13,,32.41
511662,27667034,12907760,Loan,8083.21,2019-06-21,2023-03-21,396.31
212867,19408035,32264006,Checking,77626.21,2019-05-04,2019-08-14,551.93
897456,99101407,25223326,Checking,65124.02,2024-03-05,,505.71
802000,34259879,22632821,Savings,94814.25,2021-12-01,2024-01-28,198.8
320506,73337193,42672546,Loan,14401.76,2020-08-01,,854.0
413084,88957476,41046679,Loan,30778.64,2019-09-07,,658.47
839332,74532575,12409716,Credit Card,52795.79,2022-11-29,,727.86
501756,56699727,86893602,Credit Card,12729.61,2023-06-08,2024-02-11,631.47
760639,15833945,64452737,Loan,68434.07,2021-09-22,,681.39
635132,34853260,72565719,Savings,44034.31,2020-06-22,,772.39
812459,63442452,56863141,Loan,57289.96,2022-06-21,,924.3
448979,45601552,74290792,Checking,47421.6,2021-06-20,,930.11
214705,15597858,41046679,Credit Card,80557.38,2020-03-03,,705.15
689548,26699642,22632821,Checking,40006.75,2020-08-11,,256.18
264260,80032102,86893602,Credit Card,857.33,2024-03-26,,792.32
72024,13896319,69598209,Savings,63656.64,2023-05-19,,378.66
84879,29756382,32264006,Credit Card,18459.82,2023-04-26,,561.28
140027,40613547,56863141,Checking,39999.2,2024-01-26,2024-03-17,540.12
52390,78889130,76033207,Loan,40272.01,2020-06-06,2022-11-03,583.54
527627,24216647,22135191,Checking,55827.34,2023-07-07,,776.39
43707,99910734,37753542,Credit Card,73163.59,2021-11-02,,860.46
324549,26216894,12409716,Savings,86171.41,2023-06-20,,695.02
409495,38871010,12322955,Savings,27235.3,2019-11-09,,194.91
436647,29168427,39697743,Loan,26933.72,2021-11-03,,707.5
799245,80589998,40716801,Checking,2570.54,2021-12-19,,226.57
164533,87374774,64452737,Checking,42185.8,2020-08-19,,352.09
511505,20663425,39697743,Savings,9518.96,2020-11-16,,173.27
951227,63111704,63064216,Credit Card,88954.17,2020-02-06,,16.91
803316,87427198,32264006,Checking,57196.7,2022-10-30,2023-02-28,632.76
354822,24649908,51710843,Credit Card,57870.7,2023-02-03,,893.22
193002,61510548,64741389,Checking,8836.33,2021-08-09,,676.98
243496,51626166,13871080,Checking,9984.68,2021-04-20,,913.68
310868,66024503,81352293,Loan,70894.13,2021-07-21,,487.43
323960,50430780,25223326,Savings,82564.15,2021-05-01,,418.71
145533,65821308,64741389,Checking,10215.03,2021-07-23,,741.78
289408,62096040,72565719,Savings,96260.33,2019-06-08,2019-09-23,944.35
796326,66169575,86893602,Savings,70897.28,2023-08-15,,288.68
760005,45044012,12907760,Loan,43126.4,2023-02-07,2023-07-03,373.55
537694,60718210,12409716,Checking,54836.92,2020-07-28,,221.63
341190,75477519,64741389,Loan,74571.48,2024-01-14,2024-02-27,949.94
778068,22208342,77441705,Credit Card,11067.64,2023-05-23,,791.58
727247,55912623,12322955,Checking,98076.54,2020-05-10,,903.17
691547,75069080,87451692,Credit Card,62415.2,2020-07-20,,41.7
509438,54732010,12409716,Loan,68904.39,2023-01-13,,763.27
708474,60853196,14589305,Savings,63772.03,2022-04-19,,46.14
914478,43407752,46264809,Savings,70587.21,2022-10-13,,424.02
775057,29457501,58525202,Checking,92335.35,2023-10-10,2024-03-24,222.68
695439,99945413,72565719,Checking,53681.1,2022-01-16,,478.56
496165,12125965,32264006,Checking,58547.73,2020-10-31,,731.94
544955,75716103,60581823,Savings,72596.13,2022-05-27,2023-09-23,337.86
755776,50757374,22632821,Loan,91818.96,2021-09-26,2022-10-26,671.35
123065,23972623,37753542,Loan,51753.02,2020-09-13,2021-07-19,799.17
846086,70242295,42672546,Checking,23628.45,2020-10-29,,338.75
178516,29934324,20758115,Checking,92677.3,2019-11-08,,960.41
276016,60765860,64452737,Loan,39271.18,2020-02-21,2020-04-14,519.84
148762,74890376,25223326,Savings,23483.53,2019-09-23,,592.38
227908,41817172,42672546,Checking,8163.04,2020-07-28,2021-03-30,259.4
29516,32609722,69598209,Loan,6868.37,2021-12-22,2024-02-26,601.77
850505,24070373,22459364,Checking,98539.04,2020-03-09,,11.72
814981,95852496,37753542,Credit Card,36681.82,2019-07-19,2022-06-12,940.4
339453,30568421,25223326,Credit Card,41450.93,2024-03-25,,386.56
710103,37557607,80257887,Checking,21583.81,2019-12-27,2024-01-06,453.48
164613,50667443,67777959,Checking,6227.47,2023-09-16,,71.38
415830,63850422,74290792,Checking,85445.34,2023-04-02,,603.81
798867,68083599,51710843,Loan,48771.6,2022-11-30,,464.89
178434,84206541,13871080,Loan,79163.22,2022-03-10,,756.63
645021,99268111,80287087,Checking,40358.06,2019-10-08,,935.77
13045,72499744,87451692,Savings,57980.64,2024-02-09,,264.25
722612,93630372,92114008,Checking,71455.5,2020-09-10,2023-05-24,207.43
479878,68158452,81352293,Credit Card,69497.63,2019-10-26,,496.44
857318,41274236,67777959,Loan,81585.24,2021-03-14,,523.27
147556,35659080,22135191,Savings,32572.21,2021-12-10,2022-09-01,394.59
245180,69611718,29369239,Savings,59439.32,2023-11-05,,155.88
172717,65976961,63064216,Savings,13011.94,2020-04-05,,737.15
510844,20465489,80287087,Loan,9485.0,2020-09-22,2022-11-19,775.55
373750,71142430,13871080,Savings,66675.94,2020-02-10,,363.6
386423,81556570,87451692,Loan,86965.73,2022-03-19,,493.93
850636,24570281,64741389,Checking,15055.76,2019-12-07,,380.74
240479,74739279,12549576,Credit Card,50595.54,2023-06-20,,678.51
96244,60260135,77441705,Loan,44139.82,2020-10-01,,336.07
331831,49930306,90079264,Loan,53543.87,2022-07-31,,312.0
917780,39993289,12549576,Savings,19025.31,2020-07-15,,453.38
288081,48315015,58525202,Checking,99610.77,2023-11-17,,828.09
658159,83165725,50736126,Credit Card,52230.49,2020-05-07,,373.99
708340,66575172,12322955,Checking,42131.78,2019-10-11,2021-05-17,252.0
297489,56698933,63064216,Credit Card,75670.78,2023-07-27,2024-04-18,614.46
141949,95533653,39697743,Checking,9825.46,2022-07-21,,944.2
153117,28521917,42672546,Checking,80220.21,2022-06-28,,239.78
15828,37590003,50736126,Credit Card,55728.61,2020-03-07,2023-02-18,899.89
36599,83341833,22459364,Checking,94338.35,2022-12-16,,200.33
542731,77539406,87451692,Checking,49778.4,2019-08-18,,2.22
467992,78365866,20758115,Checking,66011.54,2020-11-29,,813.36
462419,87390094,84037897,Credit Card,46408.32,2021-07-16,,950.78
744777,44206946,72565719,Savings,84891.25,2023-08-14,2024-04-13,813.75
46130,98473975,72565719,Savings,41500.69,2021-08-02,2024-01-14,81.58
120020,68762796,72565719,Savings,36644.74,2023-03-01,2024-01-31,146.11
653419,42630630,12180519,Savings,28850.33,2023-01-02,,402.82
941865,18257910,37753542,Savings,57528.38,2021-02-13,,618.8
75610,60141632,37753542,Credit Card,61884.89,2022-06-19,2024-03-27,621.54
586488,61123067,63064216,Checking,91035.88,2024-02-16,,112.16
268610,90853265,12322955,Checking,79149.31,2020-08-11,,985.47
483862,40646094,64741389,Savings,67365.71,2022-03-21,,970.05
936165,24213670,16698795,Checking,80447.55,2021-11-19,2023-03-30,407.57
959837,48431122,63064216,Savings,60616.13,2020-07-16,2022-06-18,903.95
36521,13491655,69598209,Loan,91610.41,2021-11-19,,755.44
102814,82207191,12409716,Credit Card,85870.78,2021-10-26,,110.55
459030,31177416,69598209,Checking,41150.87,2021-02-23,,512.53
584698,89719893,80257887,Loan,81097.57,2020-03-23,,195.0
450399,96853958,77441705,Checking,75515.49,2020-02-29,,68.88
372384,90603029,22459364,Checking,74577.16,2022-10-04,,294.96
782354,14190226,97544214,Checking,34440.07,2022-09-15,,265.08
257143,62530263,22459364,Checking,99446.81,2021-02-09,,849.64
748692,81229991,41046679,Savings,99100.2,2020-02-06,,220.27
224583,86655410,76461901,Loan,12267.33,2023-04-23,,695.6
179249,59598607,55798973,Loan,21508.65,2023-01-19,,241.11
165821,63653628,29369239,Savings,97955.57,2019-06-29,2021-09-26,503.96
852733,71115475,59181519,Credit Card,58103.48,2019-06-16,,797.81
45989,40667529,17178471,Loan,98659.1,2019-07-21,,278.52
867334,31525037,58525202,Loan,28310.8,2021-11-19,,143.67
975407,32161401,46264809,Savings,9366.72,2023-04-01,,916.03
43144,22503682,65785496,Checking,25162.49,2019-06-27,,173.66
421303,43613051,12907760,Checking,52585.74,2021-07-23,,181.07
782946,57293567,14589305,Credit Card,81320.84,2022-02-26,,189.33
498992,55907957,12180519,Loan,7864.34,2021-12-10,,509.55
857545,32310350,76461901,Savings,26585.95,2024-01-03,,848.58
360660,58976580,60581823,Loan,96925.2,2022-02-25,,221.33
833237,93952514,19918798,Credit Card,68988.88,2022-04-09,,980.18
404926,11405069,64741389,Savings,40768.22,2021-12-03,,996.69
79082,37193473,32264006,Credit Card,48599.52,2021-12-31,,152.56
583785,48479546,12322955,Loan,4171.14,2020-06-24,,694.25
23432,48424101,84037897,Checking,76057.82,2021-05-10,,49.68
510710,75127091,69598209,Savings,83369.23,2020-06-29,,139.28
987771,33367904,56863141,Credit Card,78065.49,2023-07-29,,277.64
956239,26991077,37753542,Savings,14931.96,2023-01-19,,35.25
757553,50906867,81972872,Savings,68954.86,2022-03-20,,451.81
892847,44212602,86893602,Loan,21055.58,2022-10-30,,803.58
250604,69396409,39697743,Checking,3122.51,2020-10-07,,894.19
382896,75085994,56863141,Credit Card,66229.59,2020-02-09,,458.62
456790,12008801,84037897,Credit Card,98856.85,2024-04-17,2024-04-18,989.36
498564,26303791,46264809,Loan,85892.22,2019-06-05,,194.07
533997,99163534,60581823,Credit Card,40391.66,2022-02-17,,600.05
925925,60396016,22632821,Savings,86407.41,2023-04-20,2024-04-14,534.5
569916,59478942,21813819,Credit Card,35843.8,2022-05-09,2023-06-09,644.28
637366,83148984,19918798,Loan,54958.03,2019-12-21,,717.49
369788,92874177,65785496,Savings,72070.5,2023-05-14,,334.11
595565,47294773,84037897,Loan,61192.79,2021-05-26,,697.3
859011,38100445,74290792,Credit Card,69776.64,2022-12-12,,606.06
698001,38684588,76033207,Checking,27533.32,2023-10-22,2024-02-17,521.06
288650,60949932,87451692,Checking,54392.34,2024-01-14,2024-01-20,419.97
258304,56585006,46264809,Savings,57422.27,2023-04-01,,515.19
513695,18587508,79497184,Credit Card,22969.79,2019-12-28,,153.1
335325,50237684,12409716,Checking,56325.58,2019-05-17,,178.73
689654,20136701,20758115,Checking,20397.43,2023-10-12,,740.91
962141,71454616,60581823,Checking,72745.32,2023-06-17,,791.74
362003,45409922,60581823,Checking,4527.04,2019-07-29,,130.2
401600,15913172,80287087,Loan,94689.6,2021-02-23,,827.0
482222,73316757,22135191,Checking,52740.84,2023-11-23,,23.47
757422,57416579,92707769,Loan,96268.32,2020-08-27,,60.05
956264,46296331,42672546,Loan,2924.23,2020-09-20,2023-06-23,294.23
77743,28297224,87451692,Checking,83574.0,2023-01-09,,43.87
978149,80920910,19918798,Savings,7285.67,2020-09-03,,262.21
39851,44058490,63064216,Savings,8624.09,2020-02-18,,618.28
24417,45114561,22632821,Checking,27278.7,2021-02-11,,751.7
628262,10482022,17178471,Loan,77251.7,2020-07-04,,77.65
663054,43997552,50736126,Credit Card,72554.5,2022-02-20,,777.33
423945,77553817,22135191,Loan,45469.86,2022-11-07,,431.89
907095,44358723,64452737,Savings,13360.18,2020-09-22,,490.38
780255,25896096,29369239,Credit Card,96768.2,2022-11-02,,168.9
778139,34357440,41046679,Loan,14109.01,2023-11-12,,726.53
337437,21005849,80257887,Loan,15360.54,2022-03-19,,768.71
251489,66179190,80287087,Credit Card,74155.09,2020-09-15,,530.52
97579,98829187,21077921,Checking,53431.35,2020-04-26,,362.33
118793,61137896,64741389,Loan,40212.05,2021-05-23,2021-07-11,654.83
773574,63682536,29369239,Loan,82249.19,2023-09-18,,362.49
284467,26413642,41046679,Savings,5290.6,2020-02-21,,644.05
51561,45743433,25223326,Loan,79986.77,2019-07-16,,143.65
727866,74068402,40716801,Credit Card,89049.62,2021-06-17,,236.35
23739,34241024,76033207,Savings,98446.49,2020-02-23,,75.8
251866,68662812,19918798,Loan,74463.37,2019-06-21,,891.47
965322,17632942,86893602,Checking,94705.38,2023-01-06,,404.61
754780,77097166,22135191,Savings,66993.3,2021-04-30,,53.35
174526,45112966,41087230,Savings,53686.96,2020-04-14,2023-04-04,331.86
191648,13809942,32264006,Savings,50243.87,2019-09-10,,149.07
277244,26402849,81352293,Loan,62866.13,2023-04-07,,367.42
472613,40072039,87451692,Savings,81553.45,2023-02-04,,255.49
299717,91873914,81972872,Savings,46118.1,2019-06-15,,224.96
978037,20944869,37753542,Loan,62020.29,2021-06-24,,827.0
779888,16972285,72565719,Loan,49601.83,2024-02-22,,228.95
210414,45117538,11569464,Checking,47492.08,2023-05-28,2023-07-17,710.38
823954,52625319,12549576,Loan,25923.34,2020-01-21,,947.94
390790,18497213,12322955,Loan,69381.67,2021-05-07,2023-08-15,155.67
552765,42680857,87451692,Savings,38950.4,2024-04-15,,787.35
741252,68865720,22459364,Savings,17801.64,2020-09-23,,945.9
583978,59124590,76033207,Savings,43249.44,2021-10-21,,611.55
423541,63117582,16698795,Savings,58724.85,2020-04-08,,167.14
164978,22169195,76033207,Loan,68804.16,2023-02-18,2023-08-01,695.65
635770,71785587,60581823,Checking,98505.3,2023-06-07,,655.25
653265,95594488,37753542,Checking,70912.05,2023-12-05,,710.88
961897,81923112,72565719,Savings,16679.62,2021-12-19,2022-01-03,217.27
393177,10299916,42672546,Credit Card,12874.72,2021-08-17,,793.28
320710,81165483,90079264,Checking,39655.35,2023-09-04,,193.56
266328,64826409,64452737,Credit Card,21898.91,2019-06-14,,989.85
570167,13523651,84037897,Checking,62032.54,2019-09-01,,95.87
601535,21294504,84037897,Savings,13798.99,2022-09-15,,827.06
213090,52014046,17178471,Checking,43525.91,2022-09-01,2023-11-30,172.94
356203,78738256,63064216,Loan,57797.93,2021-09-09,2024-02-23,26.67
80372,45113939,20758115,Credit Card,92817.93,2023-08-20,,264.21
